All percentages range 0-100% of the total count for either Eukaryotes or Prokaryotes, with exception of the first three data rows (% Known, % Eukaryote, % Prokaryote), which represent %s of total reads.
Taxonomy String (K->S)	Terminal Taxa	MP_E25_2B_DY20	MP_E26_1B_DY20	MP_E26_2B_DY20	MP_E27_1B_DY20	MP_E27_2B_DY20	MP_E28_1B_DY20	MP_E28_2B_DY20	MP_E29_1B_DY20	MP_E29_2B_DY20	MP_E30_1B_DY20	MP_E30_2B_DY20	MP_E31_1B_DY20	MP_E31_2B_DY20	MP_E32_1B_DY20	MP_E32_2B_DY20	MP_E33_1B_DY20	MP_E33_2B_DY20	MP_E34_1B_DY20	MP_E34_2B_DY20	MP_E35_1B_DY20	MP_E35_2B_DY20	MP_E36_1B_DY20	MP_E36_2B_DY20	MP_E37_1B_DY20	MP_E37_2B_DY20	MP_E38_1B_DY20	MP_E38_2B_DY20	MP_E39_1B_DY20	MP_E39_2B_DY20	MP_E40_1B_DY20	MP_E40_2B_DY20	MP_E42_1B_DY20	MP_E42_2B_DY20	MP_E43_1B_DY20	MP_E43_2B_DY20	MP_E44_DY20	MP_E45_1B_DY20	MP_E45_2B_DY20	MP_E46_1B_DY20	MP_E46_2B_DY20	MP_E47_1B_DY20	MP_E47_2B_DY20	MP_E48_1B_DY20	MP_E48_2B_DY20	MP_E49_1B_DY20	MP_E49_2B_DY20	MP_E50_1B_DY20	MP_E50_2B_DY20	MP_E51_1B_DY20	MP_E51_2B_DY20	MP_E52_1B_DY20	MP_E52_2B_DY20	MP_E53_1B_DY20	MP_E53_2B_DY20	MP_E54_1B_DY20	MP_E54_2B_DY20	MP_E55_1B_DY20	MP_E55_2B_DY20	MP_E57_1B_DY20	MP_E57_2B_DY20	MP_E58_1B_DY20	MP_E58_2B_DY20	MP_E59_1B_DY20	MP_E59_2B_DY20	MP_E60_1B_DY20	MP_E60_2B_DY20	MP_E61_1B_DY20	MP_E61_2B_DY20	MP_E62_1B_DY20	MP_E62_2B_DY20	MP_E63_1B_DY20	MP_E63_2B_DY20	MP_E64_1B_DY20	MP_E64_2B_DY20	MP_E65_1B_DY20	MP_E65_2B_DY20	MP_E66_1B_DY20	MP_E66_2B_DY20	MP_E67_1B_DY20	MP_E67_2B_DY20	MP_E68_1B_DY20	MP_E68_2B_DY20	MP_E69_2B_DY20	MP_E70_1B_DY20	MP_E70_2B_DY20	MP_E71_1B_DY20	MP_E71_2B_DY20	MP_E72_1B_DY20	MP_E72_2B_DY20	MP_E233_1B_NO20	MP_E233_2B_NO20	MP_E234_1B_NO20	MP_E234_2B_NO20	MP_E234_3B_NO20	MP_E235_1B_NO20	MP_E235_2B_NO20	MP_E235_3B_NO20	MP_E236_1B_NO20	MP_E236_2B_NO20	MP_E236_3B_NO20	MP_E237_1B_NO20	MP_E237_2B_NO20	MP_E238_1B_NO20	MP_E238_2B_NO20	MP_E239_1B_NO20	MP_E239_2B_NO20	MP_E240_1B_NO20	MP_E240_2B_NO20	MP_E241_1B_NO20	MP_E241_2B_NO20	MP_E242_1B_NO20	MP_E242_2B_NO20	MP_E243_1B_NO20	MP_E243_2B_NO20	MP_E244_1B_NO20	MP_E244_2B_NO20	MP_E245_1B_NO20	MP_E245_2B_NO20	MP_E246_1B_NO20	MP_E246_2B_NO20	MP_E247_1B_NO20	MP_E247_2B_NO20	MP_E248_1B_NO20	MP_E248_2B_NO20	MP_E249_1B_NO20	MP_E249_2B_NO20	MP_E250_1B_NO20	MP_E250_2B_NO20	MP_E251_1B_NO20	MP_E251_2B_NO20	MP_E252_1B_NO20	MP_E252_2B_NO20	MP_E253_NO20	MP_E254_NO20	MP_E255_1B_NO20	MP_E255_2B_NO20	MP_E256_1B_NO20	MP_E256_2B_NO20	MP_E257_1B_NO20	MP_E257_2B_NO20	MP_E258_1B_NO20	MP_E258_2B_NO20	MP_E259_1B_NO20	MP_E259_2B_NO20	MP_E260_1B_NO20	MP_E260_2B_NO20	MP_E261_1B_NO20	MP_E261_2B_NO20	MP_E262_1B_NO20	MP_E262_2B_NO20	MP_E263_2B_NO20	MP_E264_1B_NO20	MP_E264_2B_NO20	MP_E265_1B_NO20	MP_E265_2B_NO20	MP_E266_1B_NO20	MP_E266_2B_NO20	MP_E267_1B_NO20	MP_E267_2B_NO20	MP_E268_1B_NO20	MP_E268_2B_NO20	MP_E269_1B_NO20	MP_E269_2B_NO20	MP_E270_1B_NO20	MP_E270_2B_NO20	MP_E271_1B_NO20	MP_E271_2B_NO20	MP_E272_1B_NO20	MP_E272_2B_NO20	MP_E273_1B_NO20	MP_E273_2B_NO20	MP_E274_1B_NO20	MP_E274_2B_NO20	MP_E275_1B_NO20	MP_E275_2B_NO20	MP_E276_1B_NO20	MP_E276_2B_NO20	MP_E277_1B_NO20	MP_E277_2B_NO20	MP_E277_3B_NO20	MP_E278_1B_NO20	MP_E278_2B_NO20	MP_E278_3B_NO20	MP_E279_1B_NO20	MP_E279_2B_NO20	MP_E280_1B_NO20	MP_E280_2B_NO20	MP_E280_3B_NO20	MP_E281_1B_NO20	MP_E281_2B_NO20	MP_E281_3B_NO20	MP_E282_1B_NO20	MP_E282_2B_NO20	MP_E282_3B_NO20	MP_E283_1B_NO20	MP_E283_2B_NO20	MP_E283_3B_NO20	MP_E284_1B_NO20	MP_E284_2B_NO20	MP_E284_3B_NO20	MP_E285_1B_NO20	MP_E285_2B_NO20	MP_E285_3B_NO20	MP_E286_1B_NO20	MP_E286_2B_NO20	MP_E286_3B_NO20	MP_E287_1B_NO20	MP_E287_2B_NO20	MP_E287_3B_NO20	MP_E288_1B_NO20	MP_E288_2B_NO20	MP_E289_1B_NO20	MP_E289_2B_NO20	MP_E289_3B_NO20	MP_E290_1B_NO20	MP_E290_2B_NO20	MP_E290_3B_NO20	MP_E291_1B_NO20	MP_E291_2B_NO20	MP_E291_3B_NO20	MP_E292_1B_NO20	MP_E292_2B_NO20	MP_E292_3B_NO20	MP_E293_1B_NO20	MP_E293_2B_NO20	MP_E293_3B_NO20	MP_E294_1B_NO20	MP_E294_2B_NO20	MP_E294_3B_NO20	MP_E295_1B_NO20	MP_E295_2B_NO20	MP_E295_3B_NO20	MP_E296_1B_NO20	MP_E296_2B_NO20	MP_E296_3B_NO20	MP_E297_1B_NO20	MP_E297_2B_NO20	MP_E297_3B_NO20	MP_E298_1B_NO20	MP_E298_2B_NO20	MP_E298_3B_NO20	MP_E299_1B_NO20	MP_E299_2B_NO20	MP_E299_3B_NO20	MP_E300_1B_NO20	MP_E300_2B_NO20	MP_E300_3B_NO20	MP_E611_1B_WCOA21	MP_E614_WCOA21	MP_E619_WCOA21	MP_E624_WCOA21	MP_E645_WCOA21	MP_E668_WCOA21	MP_E671_WCOA21	MP_E678_WCOA21	MP_E697_WCOA21	MP_E731_WCOA21	MP_E754_WCOA21	MP_E777_WCOA21	MP_E782_WCOA21	MP_E786_WCOA21	MP_E790_WCOA21	MP_E806_1B_WCOA21	MP_E815_WCOA21	MP_E820_WCOA21	MP_E828_WCOA21	MP_E834_WCOA21	MP_E882_1B_WCOA21	MP_E888_WCOA21	MP_E893_WCOA21	MP_E897_WCOA21	MP_E902_1B_WCOA21	MP_E969_1T_NA128	MP_E970_1T_NA128	MP_E971_1T_NA128	MP_E972_1T_NA128	MP_E973_1T_NA128	MP_E977_2T_NA128	MP_E978_2T_NA128	MP_E979_1T_NA128	MP_E980_1T_NA128	MP_E985_1T_NA128	MP_E991_1T_NA128	MP_E994_2T_NA128	MP_E995_1T_NA128	MP_E996_1T_NA128	MP_E1005_1T_NA128	MP_E1011_2T_NA128	MP_E1012_1T_NA128	MP_E1013_1T_NA128	MP_E1014_1T_NA128	MP_E1015_1T_NA128	MP_E1020_1T_NA128	MP_E1021_1T_NA128	MP_E1022_1T_NA128	MP_E1024_1T_NA128	MP_E1025_1T_NA128	MP_E1623_1B_Chaba22	MP_E1624_1B_Chaba22	MP_E1625_1B_Chaba22	MP_E1626_1B_Chaba22	MP_E1627_1B_Chaba22	MP_E1631_Chaba22	MP_E1632_Chaba22	MP_E1634_Chaba22	MP_E1635_Chaba22	MP_E1637_Chaba22	MP_E2084_SKQ23_12S	MP_E2090_SKQ23_12S	MP_E2097_SKQ23_12S	MP_E2138_1T_QiavacTest	MP_E2138_2T_QiavacTest	MP_E2139_1T_QiavacTest	MP_E2139_2T_QiavacTest	MP_E2139_3T_QiavacTest	MP_E2139_4T_QiavacTest	MP_E2140_Kotzebue23	MP_E2141_Kotzebue23	MP_E24_NC_DY20	MP_E41_NC_DY20	MP_E56_NC_DY20	MP_E73_NC_DY20	MP_E232_NC_NO20	MP_E301_NC_NO20	MP_E309_NC_RC56	MP_Mid_NC_SKQ21	MP_Blank1C_QiavacTest	MP_Blank3Q_QiavacTest	MP_POSITIVE
Eukaryota;Arthropoda;Malacostraca;Decapoda;Hippolytidae;Eualus;Eualus gaimardii	Eualus gaimardii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Arthropoda;Malacostraca;Decapoda;Hippolytidae;Eualus;Eualus macilentus	Eualus macilentus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Arthropoda;Malacostraca;Decapoda;Lithodidae;NA;NA	Lithodidae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Arthropoda;Malacostraca;Decapoda;Lithodidae;Paralithodes;Paralithodes platypus	Paralithodes platypus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Arthropoda;Malacostraca;Decapoda;Majidae;Chionoecetes;Chionoecetes japonicus	Chionoecetes japonicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Arthropoda;Malacostraca;Decapoda;Majidae;Chionoecetes;Chionoecetes opilio	Chionoecetes opilio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D	0	0	0	0	0	0	0	0	D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Arthropoda;Malacostraca;Decapoda;NA;NA;NA	Decapoda	0	0	0.01	0	0.01	0	D	0	D	0.01	0.01	0	0	0.07	0.01	0	0	0.01	0.07	0	D	0.01	D	0	0	D	0.02	0	0	D	D	0	0	0.01	D	0.04	D	0	0	0	0	0.01	D	0	0	0	D	D	D	0	0	0	0.09	0	0.03	D	D	0	D	0	0	0	D	D	0	0.01	D	0	0	0	D	0	0	0	0	D	0	0	0	0	D	0	0	0	0	0	D	0.06	0.17	0	0	0	D	D	D	0	0	D	0	0.01	0	0	0	D	0	0	0	0	0	0	0	0	0	0	0.01	D	0	0	0	D	D	D	0.01	D	0	0	0	0	0	0	D	0	0	D	0	0	D	0	0	0.16	0	0	0.03	0.01	0	D	0.05	0.06	0	0	0.17	0	0	0.06	0.09	0	0	0	0	0.03	0	D	0	0	0	D	D	0	0	0.31	0.14	0	0	0.02	0.01	0	0	0.02	D	0.01	0	0	0	0	0.01	0	0	0	D	0.01	0	0	0	0	D	0	0	0	0	0	0	0	D	0	0	0	0.22	0.39	0.15	0.03	0.03	0.17	0.04	0.18	0.02	0.03	0	0	0	D	0	D	D	D	0.01	0	0	0	D	D	0	0.01	D	D	D	0.3	0.32	0.24	0	0	0	0.12	0.08	0.1	0.02	0.03	0	0	0.03	0.04	0.09	0.03	0	D	0.11	0	0	0.28	0.02	0.08	0.01	0.02	0	0.06	0.02	D	0.04	0.03	0.02	0.02	0	D	0.03	0.08	0.09	0.1	0.23	D	0.04	D	0.02	0	0.11	0.02	D	0.01	0	0	0.01	0.03	D	0.07	0.01	0.01	0.02	0	0	0.01	0	0	0.01	D	0.01	D	D	0.01	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Arthropoda;Malacostraca;Decapoda;Paguridae;NA;NA	Paguridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Arthropoda;Malacostraca;Decapoda;Paguridae;Pagurus;NA	Pagurus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Arthropoda;Malacostraca;Decapoda;Paguridae;Pagurus;Pagurus rathbuni	Pagurus rathbuni	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Arthropoda;Malacostraca;Decapoda;Sergestidae;Eusergestes;Eusergestes similis	Eusergestes similis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28	0	0	0	0.14	0	0	0	0	0	0	0	0	0	0	0.16	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Arthropoda;Malacostraca;Euphausiacea;Euphausiidae;Euphausia;Euphausia pacifica	Euphausia pacifica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0.01	0	0	0	D	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	D	0	0	0	0	D	0	0	D	0	0	0.01	0	D	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	D	D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Arthropoda;Malacostraca;Euphausiacea;Euphausiidae;Hansarsia;Hansarsia difficilis	Hansarsia difficilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
